path,degree_average,degree_standard_deviation,degree_skewness,degree_kurtosis,clustering_coefficient_average,clustering_coefficient_standard_deviation,clustering_coefficient_skewness,clustering_coefficient_kurtosis,neighbor(one-hop)_average,neighbor(one-hop)_standard_deviation,neighbor(one-hop)_skewness,neighbor(one-hop)_kurtosis,clustering_neighbor(one-hop)_average,clustering_neighbor(one-hop)_standard_deviation,clustering_neighbor(one-hop)_skewness,clustering_neighbor(one-hop)_kurtosis,edges_in_egonet(one-hop)_average,edges_in_egonet(one-hop)_standard_deviation,edges_in_egonet(one-hop)_skewness,edges_in_egonet(one-hop)_kurtosis,edges_outgoing_from_egonet(one-hop)_average,edges_outgoing_from_egonet(one-hop)_standard_deviation,edges_outgoing_from_egonet(one-hop)_skewness,edges_outgoing_from_egonet(one-hop)_kurtosis,neighbor_of_egonet(one-hop)_average,neighbor_of_egonet(one-hop)_standard_deviation,neighbor_of_egonet(one-hop)_skewness,neighbor_of_egonet(one-hop)_kurtosis
Zelkova_serrata_0,2.5083306109114667,0.9338990002818034,-0.6912096860675738,-0.7936651766816034,0.007724418309194526,0.051840510412866726,7.725419754084292,73.45373456211338,2.8890921630549204,0.4551154826464207,-0.4518251406297702,1.461286427873917,0.008188137500453737,0.04007169372966783,5.802707517122698,38.50575468230651,2.534139170205815,0.9685823318921021,-0.5217069082251499,-0.5633981585894281,2.534139170205815,0.9685823318921021,-0.5217069082251499,-0.5633981585894281,4.551671567026026,1.9540410341141425,-0.06264261376868871,-1.1270004449091897
